J2000_NAME,B1950_NAME,PC_J2000,PC_B1950,RA_J2000,DEC_J2000,POS_REF,ALT_NAME,BAND,A,B,C,D,FLUX_JY,UVMIN_kL,UVMAX_kL
2025+504,2023+503,B,B,20h25m24.9726s,"50d28'39.550""",Jun02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
2031+549,2030+547,A,A,20h31m47.958562s,"54d55'03.140600""",Aug01,None,20cm,L,S,S,X,1.20,30,None
2031+549,2030+547,A,A,20h31m47.958562s,"54d55'03.140600""",Aug01,None,6cm,C,S,S,S,0.92,25,None
2031+549,2030+547,A,A,20h31m47.958562s,"54d55'03.140600""",Aug01,None,3.7cm,X,P,P,P,0.71,None,None
2031+549,2030+547,A,A,20h31m47.958562s,"54d55'03.140600""",Aug01,None,2cm,U,S,S,S,0.50,None,None
2031+549,2030+547,A,A,20h31m47.958562s,"54d55'03.140600""",Aug01,None,0.7cm,Q,W,W,W,0.24,None,None
2031+123,2029+121,A,A,20h31m54.994279s,"12d19'41.340430""",Aug01,None,20cm,L,S,S,S,0.90,None,None
2031+123,2029+121,A,A,20h31m54.994279s,"12d19'41.340430""",Aug01,None,6cm,C,S,S,S,0.70,None,None
2031+123,2029+121,A,A,20h31m54.994279s,"12d19'41.340430""",Aug01,None,3.7cm,X,S,S,S,0.75,None,None
2031+123,2029+121,A,A,20h31m54.994279s,"12d19'41.340430""",Aug01,None,2cm,U,S,S,S,0.80,None,None
2031+123,2029+121,A,A,20h31m54.994279s,"12d19'41.340430""",Aug01,None,0.7cm,Q,W,W,W,0.30,None,None
2033+217,2031+216,B,B,20h33m32.0284s,"21d46'22.363""",Jun02,JVAS,0.7cm,Q,W,W,W,0.31,None,None
2034+119,2032+117,B,B,20h34m37.1103s,"11d54'31.388""",Nov02,JVAS,0.7cm,Q,W,W,W,0.14,None,None
2035+109,2032+107,A,A,20h35m22.333316s,"10d56'06.789170""",Aug01,None,20cm,L,S,S,S,1.10,None,None
2035+109,2032+107,A,A,20h35m22.333316s,"10d56'06.789170""",Aug01,None,6cm,C,S,S,S,0.60,None,None
2035+109,2032+107,A,A,20h35m22.333316s,"10d56'06.789170""",Aug01,None,3.7cm,X,S,S,S,0.40,None,None
2035+109,2032+107,A,A,20h35m22.333316s,"10d56'06.789170""",Aug01,None,2cm,U,S,S,S,0.40,None,None
2035+109,2032+107,A,A,20h35m22.333316s,"10d56'06.789170""",Aug01,None,0.7cm,Q,W,W,W,0.39,None,None
2035+189,2033+181,C,C,20h35m33.9804s,"18d57'05.351""",None,None,20cm,L,P,P,P,1.45,None,None
2035+189,2033+181,C,C,20h35m33.9804s,"18d57'05.351""",None,None,6cm,C,S,S,S,0.32,None,None
2035+189,2033+181,C,C,20h35m33.9804s,"18d57'05.351""",None,None,3.7cm,X,X,X,X,0.14,None,None
2035+189,2033+181,C,C,20h35m33.9804s,"18d57'05.351""",None,None,2cm,U,X,X,X,0.00,None,None
2035-349,2032-350,T,T,20h35m47.8091s,"-34d54'08.925""",None,None,20cm,L,X,X,X,5.50,2,None
2035-349,2032-350,T,T,20h35m47.8091s,"-34d54'08.925""",None,None,6cm,C,X,X,X,0.00,None,None
2038+513,2037+511,A,A,20h38m37.034755s,"51d19'12.662690""",Aug01,3C418,90cm,P,S,S,S,12,1,13
2038+513,2037+511,A,A,20h38m37.034755s,"51d19'12.662690""",Aug01,3C418,20cm,L,X,X,S,5.80,12,None
2038+513,2037+511,A,A,20h38m37.034755s,"51d19'12.662690""",Aug01,3C418,6cm,C,S,X,X,3.70,200,None
2038+513,2037+511,A,A,20h38m37.034755s,"51d19'12.662690""",Aug01,3C418,2cm,U,S,S,S,3.3,None,None
2038+513,2037+511,A,A,20h38m37.034755s,"51d19'12.662690""",Aug01,3C418,0.7cm,Q,S,S,S,1.67,None,None
2039+218,2037+216,B,B,20h39m34.8064s,"21d52'09.639""",Jun02,JVAS,0.7cm,Q,W,W,W,0.19,None,None
2040-251,2037-253,A,A,20h40m08.772872s,"-25d07'46.662820""",Aug01,None,20cm,L,S,X,X,0.70,30,None
2040-251,2037-253,A,A,20h40m08.772872s,"-25d07'46.662820""",Aug01,None,6cm,C,S,S,S,0.60,None,None
2040-251,2037-253,A,A,20h40m08.772872s,"-25d07'46.662820""",Aug01,None,3.7cm,X,P,P,P,0.57,None,None
2040-251,2037-253,A,A,20h40m08.772872s,"-25d07'46.662820""",Aug01,None,2cm,U,S,S,S,0.40,None,None
2040-251,2037-253,A,A,20h40m08.772872s,"-25d07'46.662820""",Aug01,None,0.7cm,Q,W,W,W,0.43,None,None
2043+129,2040+127,B,B,20h43m10.2093s,"12d55'13.576""",Nov02,JVAS,0.7cm,Q,W,W,W,0.14,None,None
2047-026,2044-027,C,C,20h47m10.3514s,"-02d36'22.152""",None,3C422,90cm,P,S,S,S,7,1,20
2047-026,2044-027,C,C,20h47m10.3514s,"-02d36'22.152""",None,3C422,20cm,L,X,S,P,2.20,20,None
2047-026,2044-027,C,C,20h47m10.3514s,"-02d36'22.152""",None,3C422,6cm,C,X,X,S,0.90,20,None
2047-026,2044-027,C,C,20h47m10.3514s,"-02d36'22.152""",None,3C422,0.7cm,Q,W,W,W,0.19,None,None
2047-166,2044-168,A,A,20h47m19.667018s,"-16d39'05.842580""",Aug01,None,20cm,L,X,X,X,0.60,None,None
2047-166,2044-168,A,A,20h47m19.667018s,"-16d39'05.842580""",Aug01,None,6cm,C,S,S,S,0.60,None,None
2047-166,2044-168,A,A,20h47m19.667018s,"-16d39'05.842580""",Aug01,None,3.7cm,X,S,S,S,0.42,None,None
2047-166,2044-168,A,A,20h47m19.667018s,"-16d39'05.842580""",Aug01,None,0.7cm,Q,W,W,W,0.12,None,None
2048+431,2046+429,C,C,20h48m19.5274s,"43d10'42.073""",Feb97,None,20cm,L,S,X,X,1.0,30,None
2048+431,2046+429,C,C,20h48m19.5274s,"43d10'42.073""",Feb97,None,6cm,C,S,S,S,0.4,300,None
2048+431,2046+429,C,C,20h48m19.5274s,"43d10'42.073""",Feb97,None,3.7cm,X,S,S,S,0.28,300,None
2048+431,2046+429,C,C,20h48m19.5274s,"43d10'42.073""",Feb97,None,2cm,U,X,X,X,0.15,None,None
2048+431,2046+429,C,C,20h48m19.5274s,"43d10'42.073""",Feb97,None,0.7cm,Q,X,X,X,0.0,None,None
2049+100,2047+098,A,A,20h49m45.864995s,"10d03'14.398900""",Aug01,None,20cm,L,X,X,X,0.30,None,None
2049+100,2047+098,A,A,20h49m45.864995s,"10d03'14.398900""",Aug01,None,6cm,C,S,S,S,0.60,None,None
2049+100,2047+098,A,A,20h49m45.864995s,"10d03'14.398900""",Aug01,None,3.7cm,X,S,S,S,0.40,None,None
2049+100,2047+098,A,A,20h49m45.864995s,"10d03'14.398900""",Aug01,None,2cm,U,S,S,S,0.9,None,None
2049+100,2047+098,A,A,20h49m45.864995s,"10d03'14.398900""",Aug01,None,0.7cm,Q,S,S,S,0.8,None,None
2050+363,2048+361,B,B,20h50m02.2848s,"36d19'52.500""",Mar02,JVAS,0.7cm,Q,W,W,W,0.43,None,None
2050+041,2047+039,A,A,20h50m06.240603s,"04d07'48.890510""",Aug01,None,20cm,L,S,S,S,0.70,None,None
2050+041,2047+039,A,A,20h50m06.240603s,"04d07'48.890510""",Aug01,None,6cm,C,S,S,S,0.60,None,None
2050+041,2047+039,A,A,20h50m06.240603s,"04d07'48.890510""",Aug01,None,3.7cm,X,S,S,S,0.35,None,None
2050+041,2047+039,A,A,20h50m06.240603s,"04d07'48.890510""",Aug01,None,2cm,U,S,S,S,0.40,None,None
2050+041,2047+039,A,A,20h50m06.240603s,"04d07'48.890510""",Aug01,None,0.7cm,Q,W,W,W,0.44,None,None
2050+314,2048+312,A,A,20h50m51.131466s,"31d27'27.372780""",Aug01,None,20cm,L,S,S,S,0.75,None,None
2050+314,2048+312,A,A,20h50m51.131466s,"31d27'27.372780""",Aug01,None,6cm,C,S,S,S,0.5,None,None
2050+314,2048+312,A,A,20h50m51.131466s,"31d27'27.372780""",Aug01,None,3.7cm,X,S,S,S,0.66,None,None
2050+314,2048+312,A,A,20h50m51.131466s,"31d27'27.372780""",Aug01,None,2cm,U,S,S,S,0.4,None,None
2050+314,2048+312,A,A,20h50m51.131466s,"31d27'27.372780""",Aug01,None,1.3cm,K,S,S,S,0.33,None,None
2050+314,2048+312,A,A,20h50m51.131466s,"31d27'27.372780""",Aug01,None,0.7cm,Q,W,W,W,0.24,None,None
2051+746,2051+745,A,A,20h51m33.734576s,"74d41'40.498230""",Aug01,None,20cm,L,S,S,X,0.40,15,None
2051+746,2051+745,A,A,20h51m33.734576s,"74d41'40.498230""",Aug01,None,6cm,C,S,S,S,0.37,None,None
2051+746,2051+745,A,A,20h51m33.734576s,"74d41'40.498230""",Aug01,None,3.7cm,X,S,S,S,0.26,None,None
2051+746,2051+745,A,A,20h51m33.734576s,"74d41'40.498230""",Aug01,None,0.7cm,Q,W,W,W,0.14,None,None
2051+177,2049+175,A,A,20h51m35.582917s,"17d43'36.900710""",Aug01,None,2cm,U,W,W,W,0.4,None,None
2051+177,2049+175,A,A,20h51m35.582917s,"17d43'36.900710""",Aug01,None,0.7cm,Q,W,W,W,0.4,None,None
2052+163,2050+161,B,B,20h52m43.6206s,"16d19'48.833""",Nov02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
2052+365,2050+364,A,A,20h52m52.054995s,"36d35'35.300210""",Aug01,None,20cm,L,P,P,P,5.17,None,None
2052+365,2050+364,A,A,20h52m52.054995s,"36d35'35.300210""",Aug01,None,6cm,C,S,P,P,3.00,300,None
2052+365,2050+364,A,A,20h52m52.054995s,"36d35'35.300210""",Aug01,None,3.7cm,X,S,P,P,1.80,300,None
2052+365,2050+364,A,A,20h52m52.054995s,"36d35'35.300210""",Aug01,None,2cm,U,X,S,S,0.90,300,None
2052+365,2050+364,A,A,20h52m52.054995s,"36d35'35.300210""",Aug01,None,0.7cm,Q,W,W,W,0.27,None,None
2053+228,2050+226,B,B,20h53m09.3655s,"22d48'01.536""",Jun02,JVAS,0.7cm,Q,W,W,W,0.10,None,None
2055+613,2054+611,A,A,20h55m38.838335s,"61d22'00.639110""",Aug01,CJ2,20cm,L,S,S,X,0.44,20,None
2055+613,2054+611,A,A,20h55m38.838335s,"61d22'00.639110""",Aug01,CJ2,6cm,C,S,S,S,0.33,None,None
2055+613,2054+611,A,A,20h55m38.838335s,"61d22'00.639110""",Aug01,CJ2,3.7cm,X,S,S,S,0.30,None,None
2055+613,2054+611,A,A,20h55m38.838335s,"61d22'00.639110""",Aug01,CJ2,0.7cm,Q,W,W,W,0.17,None,None
2057+509,2055+508,T,T,20h57m19.9994s,"50d58'16.221""",None,None,20cm,L,X,X,S,0.92,25,None
2057+509,2055+508,T,T,20h57m19.9994s,"50d58'16.221""",None,None,6cm,C,X,X,X,0.23,None,None
2057+509,2055+508,T,T,20h57m19.9994s,"50d58'16.221""",None,None,2cm,U,X,X,X,0.00,None,None
2057-375,2054-377,A,A,20h57m41.603454s,"-37d34'02.989870""",Aug01,None,20cm,L,W,W,X,0.29,30,None
2057-375,2054-377,A,A,20h57m41.603454s,"-37d34'02.989870""",Aug01,None,3.7cm,X,P,P,P,0.61,None,None
2057-375,2054-377,A,A,20h57m41.603454s,"-37d34'02.989870""",Aug01,None,0.7cm,Q,W,W,W,0.35,None,None
2101-295,2058-297,A,A,21h01m01.659969s,"-29d33'27.836500""",Aug01,None,20cm,L,X,X,S,0.65,25,None
2101-295,2058-297,A,A,21h01m01.659969s,"-29d33'27.836500""",Aug01,None,6cm,C,S,S,S,0.90,None,None
2101-295,2058-297,A,A,21h01m01.659969s,"-29d33'27.836500""",Aug01,None,3.7cm,X,P,P,P,0.61,None,None
2101-295,2058-297,A,A,21h01m01.659969s,"-29d33'27.836500""",Aug01,None,0.7cm,Q,W,W,W,0.46,None,None
2101+036,2059+034,A,A,21h01m38.834187s,"03d41'31.321590""",Aug01,None,20cm,L,S,S,S,0.50,6,None
2101+036,2059+034,A,A,21h01m38.834187s,"03d41'31.321590""",Aug01,None,6cm,C,S,S,S,0.50,None,None
2101+036,2059+034,A,A,21h01m38.834187s,"03d41'31.321590""",Aug01,None,2cm,U,S,S,S,0.71,None,None
2101+036,2059+034,A,A,21h01m38.834187s,"03d41'31.321590""",Aug01,None,0.7cm,Q,?,?,S,1.5,None,None
2101-423,2058-425,B,B,21h01m59.114191s,"-42d19'16.161870""",Aug01,None,20cm,L,S,S,S,1.40,None,None
2101-423,2058-425,B,B,21h01m59.114191s,"-42d19'16.161870""",Aug01,None,6cm,C,S,S,S,0.60,None,None
2101-423,2058-425,B,B,21h01m59.114191s,"-42d19'16.161870""",Aug01,None,3.7cm,X,S,S,S,0.37,None,None
2101-423,2058-425,B,B,21h01m59.114191s,"-42d19'16.161870""",Aug01,None,2cm,U,X,X,X,0.20,None,None
2101-423,2058-425,B,B,21h01m59.114191s,"-42d19'16.161870""",Aug01,None,0.7cm,Q,X,X,X,0.0,None,None
2102+470,2100+468,B,B,21h02m17.0588s,"47d02'16.259""",Nov02,JVAS,0.7cm,Q,W,W,W,0.10,None,None
2104+765,2104+763,T,T,21h04m08.9428s,"76d33'01.129""",None,3C427,90cm,P,X,X,S,17,1,None
2106+215,2103+213,B,B,21h06m10.8203s,"21d35'36.055""",Jun02,JVAS,0.7cm,Q,W,W,W,0.34,None,None
2106+250,2104+248,B,B,21h06m39.7582s,"25d00'57.530""",Jun02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
2107+422,2105+420,T,T,21h07m01.5930s,"42d14'10.186""",None,NGC7027,20cm,L,X,X,X,1.40,5,None
2107+422,2105+420,T,T,21h07m01.5930s,"42d14'10.186""",None,NGC7027,6cm,C,X,X,X,0.00,None,None
2107+422,2105+420,T,T,21h07m01.5930s,"42d14'10.186""",None,NGC7027,2cm,U,X,X,X,0.00,None,None
2108+145,2106+143,B,B,21h08m41.0339s,"14d30'27.038""",Nov02,JVAS,0.7cm,Q,W,W,W,0.34,None,None
2109+355,2107+353,A,A,21h09m31.878732s,"35d32'57.597420""",Aug01,None,2cm,U,P,P,P,1.5,None,None
2109+355,2107+353,A,A,21h09m31.878732s,"35d32'57.597420""",Aug01,None,0.7cm,Q,S,S,S,0.9,None,None
2109-411,2106-413,A,A,21h09m33.188582s,"-41d10'20.605300""",Aug01,None,20cm,L,S,S,X,1.60,15,None
2109-411,2106-413,A,A,21h09m33.188582s,"-41d10'20.605300""",Aug01,None,6cm,C,P,P,P,2.40,None,None
2109-411,2106-413,A,A,21h09m33.188582s,"-41d10'20.605300""",Aug01,None,3.7cm,X,P,P,P,1.60,None,None
2109-411,2106-413,A,A,21h09m33.188582s,"-41d10'20.605300""",Aug01,None,2cm,U,P,P,P,1.50,None,None
2109-411,2106-413,A,A,21h09m33.188582s,"-41d10'20.605300""",Aug01,None,0.7cm,Q,S,S,S,1.90,None,None
2110-103,2107-105,A,A,21h10m00.979002s,"-10d20'57.319410""",Aug01,VSOP,20cm,L,P,P,P,1.23,None,None
2110-103,2107-105,A,A,21h10m00.979002s,"-10d20'57.319410""",Aug01,VSOP,3.7cm,X,P,P,P,0.84,None,None
2114-350,2110-352,T,T,21h14m03.3425s,"-35d02'35.632""",None,None,20cm,L,?,S,S,1.05,None,None
2114-350,2110-352,T,T,21h14m03.3425s,"-35d02'35.632""",None,None,3.7cm,X,X,X,X,0.14,None,None
2114-256,2111-259,T,T,21h14m40.0404s,"-25d41'48.835""",None,None,90cm,P,X,S,S,7,1,4
2114-256,2111-259,T,T,21h14m40.0404s,"-25d41'48.835""",None,None,20cm,L,X,X,X,2.20,4,None
2114-256,2111-259,T,T,21h14m40.0404s,"-25d41'48.835""",None,None,6cm,C,X,X,X,0.00,None,None
2114-256,2111-259,T,T,21h14m40.0404s,"-25d41'48.835""",None,None,2cm,U,X,X,X,0.00,None,None
2114+285,2112+283,B,B,21h14m58.3340s,"28d32'57.206""",Jun02,JVAS,0.7cm,Q,W,W,W,0.33,None,None
2114+820,2116+818,B,B,21h14m01.1794s,"82d04'48.348""",Nov02,JVAS,0.7cm,Q,W,W,W,0.25,None,None
2115+295,2113+293,A,A,21h15m29.413455s,"29d33'38.366940""",Aug01,None,20cm,L,P,P,S,0.95,None,None
2115+295,2113+293,A,A,21h15m29.413455s,"29d33'38.366940""",Aug01,None,6cm,C,P,P,S,1.00,None,None
2115+295,2113+293,A,A,21h15m29.413455s,"29d33'38.366940""",Aug01,None,3.7cm,X,P,P,P,0.65,None,None
2115+295,2113+293,A,A,21h15m29.413455s,"29d33'38.366940""",Aug01,None,2cm,U,S,S,S,0.70,None,None
2115+295,2113+293,A,A,21h15m29.413455s,"29d33'38.366940""",Aug01,None,0.7cm,Q,W,W,W,0.65,None,None
2116+056,2114+053,B,B,21h16m36.6354s,"05d36'17.055""",Nov02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
2117+050,2114+048,B,B,21h17m20.7575s,"05d03'04.114""",Nov02,JVAS,0.7cm,Q,W,W,W,0.24,None,None
2120+055,2118+053,B,B,21h20m41.1823s,"05d33'45.009""",Nov02,JVAS,0.7cm,Q,W,W,W,0.20,None,None
2120+445,2118+443,B,B,21h20m31.7734s,"44d34'34.281""",Apr02,JVAS,3.7cm,X,W,W,W,0.22,None,None
2120+445,2118+443,B,B,21h20m31.7734s,"44d34'34.281""",Apr02,JVAS,0.7cm,Q,W,W,W,0.23,None,None
2121+190,2118+188,B,B,21h21m00.6072s,"19d01'28.300""",Jun02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
2123+101,2120+099,B,B,21h23m13.3594s,"10d07'54.961""",Nov02,JVAS,0.7cm,Q,W,W,W,0.16,None,None
2123+550,2121+547,B,B,21h23m05.3160s,"55d00'27.329""",Apr02,JVAS,3.7cm,X,S,S,S,0.39,None,None
2123+550,2121+547,B,B,21h23m05.3160s,"55d00'27.329""",Apr02,JVAS,0.7cm,Q,W,W,W,0.30,None,None
2123+055,2121+053,A,A,21h23m44.517391s,"05d35'22.093210""",Aug01,None,20cm,L,P,P,P,0.6,None,None
2123+055,2121+053,A,A,21h23m44.517391s,"05d35'22.093210""",Aug01,None,6cm,C,P,P,P,4.5,None,None
2123+055,2121+053,A,A,21h23m44.517391s,"05d35'22.093210""",Aug01,None,3.7cm,X,P,P,P,2.7,None,None
2123+055,2121+053,A,A,21h23m44.517391s,"05d35'22.093210""",Aug01,None,2cm,U,P,P,P,7.0,None,None
2123+055,2121+053,A,A,21h23m44.517391s,"05d35'22.093210""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
2125+247,2123+244,B,B,21h25m26.1732s,"24d42'03.601""",Feb02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
2125+643,2124+641,A,A,21h25m27.447062s,"64d23'39.354150""",Aug01,None,2cm,U,S,S,S,0.6,None,None
2125+643,2124+641,A,A,21h25m27.447062s,"64d23'39.354150""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
2125+046,2122+044,B,B,21h25m29.2554s,"04d41'35.526""",Nov02,JVAS,0.7cm,Q,W,W,W,0.17,None,None
2129-156,2126-158,A,A,21h29m12.175902s,"-15d38'41.040850""",Aug01,None,20cm,L,S,S,X,0.60,15,None
2129-156,2126-158,A,A,21h29m12.175902s,"-15d38'41.040850""",Aug01,None,6cm,C,P,P,P,1.10,None,None
2129-156,2126-158,A,A,21h29m12.175902s,"-15d38'41.040850""",Aug01,None,3.7cm,X,P,P,P,0.97,None,None
2129-156,2126-158,A,A,21h29m12.175902s,"-15d38'41.040850""",Aug01,None,2cm,U,S,S,S,0.70,None,None
2129-156,2126-158,A,A,21h29m12.175902s,"-15d38'41.040850""",Aug01,None,0.7cm,Q,W,W,W,0.46,None,None
2129-183,2126-185,A,A,21h29m21.419099s,"-18d21'22.790190""",Aug01,None,20cm,L,P,P,S,1.55,6,None
2129-183,2126-185,A,A,21h29m21.419099s,"-18d21'22.790190""",Aug01,None,6cm,C,P,P,P,0.90,None,None
2129-183,2126-185,A,A,21h29m21.419099s,"-18d21'22.790190""",Aug01,None,3.7cm,X,P,P,P,0.62,None,None
2129-183,2126-185,A,A,21h29m21.419099s,"-18d21'22.790190""",Aug01,None,2cm,U,X,X,X,0.25,None,None
2129-183,2126-185,A,A,21h29m21.419099s,"-18d21'22.790190""",Aug01,None,0.7cm,Q,W,W,W,0.15,None,None
2130+050,2128+048,B,B,21h30m32.877499s,"05d02'17.474690""",Aug01,None,20cm,L,P,P,P,4.10,None,None
2130+050,2128+048,B,B,21h30m32.877499s,"05d02'17.474690""",Aug01,None,6cm,C,P,P,P,2.10,None,None
2130+050,2128+048,B,B,21h30m32.877499s,"05d02'17.474690""",Aug01,None,3.7cm,X,P,P,P,1.26,None,None
2130+050,2128+048,B,B,21h30m32.877499s,"05d02'17.474690""",Aug01,None,2cm,U,S,S,S,0.60,None,None
2130+050,2128+048,B,B,21h30m32.877499s,"05d02'17.474690""",Aug01,None,0.7cm,Q,W,W,W,0.28,None,None
2130+087,2127+085,B,B,21h30m16.2495s,"08d43'55.913""",Nov02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
2130+167,2128+165,B,B,21h30m22.3685s,"16d43'25.633""",Nov02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
2131-206,2128-208,T,T,21h31m01.4866s,"-20d36'56.376""",None,None,90cm,P,S,S,S,7,2,20
2131-206,2128-208,T,T,21h31m01.4866s,"-20d36'56.376""",None,None,20cm,L,X,X,S,1.90,20,None
2131-206,2128-208,T,T,21h31m01.4866s,"-20d36'56.376""",None,None,6cm,C,X,X,X,0.60,20,None
2131-206,2128-208,T,T,21h31m01.4866s,"-20d36'56.376""",None,None,2cm,U,X,X,X,0.00,None,None
2131-121,2128-123,A,A,21h31m35.261758s,"-12d07'04.795880""",Aug01,None,20cm,L,P,P,S,1.40,6,None
2131-121,2128-123,A,A,21h31m35.261758s,"-12d07'04.795880""",Aug01,None,6cm,C,P,P,P,3.00,None,None
2131-121,2128-123,A,A,21h31m35.261758s,"-12d07'04.795880""",Aug01,None,3.7cm,X,P,P,P,3.10,None,None
2131-121,2128-123,A,A,21h31m35.261758s,"-12d07'04.795880""",Aug01,None,2cm,U,P,P,P,3.50,None,None
2131-121,2128-123,A,A,21h31m35.261758s,"-12d07'04.795880""",Aug01,None,0.7cm,Q,S,S,S,1.8,None,None
2133+826,2136+824,B,B,21h33m34.079801s,"82d39'06.052510""",Aug01,CJ2,20cm,L,X,X,S,0.90,10,None
2133+826,2136+824,B,B,21h33m34.079801s,"82d39'06.052510""",Aug01,CJ2,6cm,C,X,X,X,0.55,None,None
2133+826,2136+824,B,B,21h33m34.079801s,"82d39'06.052510""",Aug01,CJ2,3.7cm,X,X,X,X,0.38,None,None
2133+826,2136+824,B,B,21h33m34.079801s,"82d39'06.052510""",Aug01,CJ2,0.7cm,Q,X,X,X,0.0,None,None
2133+147,2131+145,B,B,21h33m37.3893s,"14d43'46.471""",Jun02,JVAS,0.7cm,Q,W,W,W,0.14,None,None
2134-018,2131-021,A,A,21h34m10.309614s,"-01d53'17.238900""",Aug01,None,20cm,L,P,P,X,2.10,20,None
2134-018,2131-021,A,A,21h34m10.309614s,"-01d53'17.238900""",Aug01,None,6cm,C,P,P,P,2.70,None,None
2134-018,2131-021,A,A,21h34m10.309614s,"-01d53'17.238900""",Aug01,None,3.7cm,X,P,P,P,1.67,None,None
2134-018,2131-021,A,A,21h34m10.309614s,"-01d53'17.238900""",Aug01,None,2cm,U,P,P,P,2.10,None,None
2134-018,2131-021,A,A,21h34m10.309614s,"-01d53'17.238900""",Aug01,None,0.7cm,Q,S,S,S,1.1,None,None
2134+408,2132+406,B,B,21h34m24.1053s,"40d50'11.345""",Jun02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
2136+006,2134+004,B,B,21h36m38.586299s,"00d41'54.213350""",Aug01,P2134+0,20cm,L,P,P,P,3.50,None,None
2136+006,2134+004,B,B,21h36m38.586299s,"00d41'54.213350""",Aug01,P2134+0,6cm,C,P,P,P,9.90,None,None
2136+006,2134+004,B,B,21h36m38.586299s,"00d41'54.213350""",Aug01,P2134+0,3.7cm,X,P,P,P,7.03,None,None
2136+006,2134+004,B,B,21h36m38.586299s,"00d41'54.213350""",Aug01,P2134+0,2cm,U,P,P,P,4.00,None,None
2136+006,2134+004,B,B,21h36m38.586299s,"00d41'54.213350""",Aug01,P2134+0,0.7cm,Q,S,S,S,2.9,None,None
2137+510,2135+508,C,C,21h37m01.0015s,"51d01'36.079""",Oct01,VERA,3.7cm,X,P,P,P,1.00,None,None
2137+510,2135+508,C,C,21h37m01.0015s,"51d01'36.079""",Oct01,VERA,0.7cm,Q,S,S,S,0.70,None,None
2137-207,2135-209,C,C,21h37m50.0018s,"-20d42'31.751""",None,None,90cm,P,S,S,S,10,2,None
2137-207,2135-209,C,C,21h37m50.0018s,"-20d42'31.751""",None,None,20cm,L,S,P,P,3.60,75,None
2137-207,2135-209,C,C,21h37m50.0018s,"-20d42'31.751""",None,None,6cm,C,X,S,S,1.40,75,None
2137-207,2135-209,C,C,21h37m50.0018s,"-20d42'31.751""",None,None,2cm,U,X,X,S,0.40,75,None
2137-207,2135-209,C,C,21h37m50.0018s,"-20d42'31.751""",None,None,0.7cm,Q,W,W,W,0.15,None,None
2138-246,2135-248,A,A,21h38m37.181102s,"-24d39'54.466150""",Aug01,None,20cm,L,S,S,X,0.90,30,None
2138-246,2135-248,A,A,21h38m37.181102s,"-24d39'54.466150""",Aug01,None,6cm,C,S,S,S,0.68,None,None
2138-246,2135-248,A,A,21h38m37.181102s,"-24d39'54.466150""",Aug01,None,3.7cm,X,S,S,S,0.35,None,None
2138-246,2135-248,A,A,21h38m37.181102s,"-24d39'54.466150""",Aug01,None,0.7cm,Q,W,W,W,0.24,None,None
2139+143,2136+141,A,A,21h39m01.309267s,"14d23'35.991990""",Aug01,None,20cm,L,P,P,P,1.11,None,None
2139+143,2136+141,A,A,21h39m01.309267s,"14d23'35.991990""",Aug01,None,6cm,C,P,P,P,1.40,None,None
2139+143,2136+141,A,A,21h39m01.309267s,"14d23'35.991990""",Aug01,None,3.7cm,X,P,P,P,1.22,None,None
2139+143,2136+141,A,A,21h39m01.309267s,"14d23'35.991990""",Aug01,None,2cm,U,P,P,P,1.8,None,None
2139+143,2136+141,A,A,21h39m01.309267s,"14d23'35.991990""",Aug01,None,0.7cm,Q,S,S,S,0.9,None,None
2139+173,2137+170,B,B,21h39m37.1474s,"17d18'26.071""",Jun02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
2140+391,2138+389,B,B,21h40m16.947117s,"39d11'44.854860""",Aug01,CJ2,20cm,L,S,S,X,0.69,10,None
2140+391,2138+389,B,B,21h40m16.947117s,"39d11'44.854860""",Aug01,CJ2,6cm,C,S,S,S,0.47,None,None
2140+391,2138+389,B,B,21h40m16.947117s,"39d11'44.854860""",Aug01,CJ2,3.7cm,X,S,S,S,0.38,None,None
2140+391,2138+389,B,B,21h40m16.947117s,"39d11'44.854860""",Aug01,CJ2,0.7cm,Q,W,W,W,0.21,None,None
2142-046,2140-048,A,A,21h42m36.901689s,"-04d37'43.512810""",Aug01,None,20cm,L,S,S,X,0.95,30,None
2142-046,2140-048,A,A,21h42m36.901689s,"-04d37'43.512810""",Aug01,None,6cm,C,S,S,S,0.48,30,300
2142-046,2140-048,A,A,21h42m36.901689s,"-04d37'43.512810""",Aug01,None,3.7cm,X,S,S,S,0.37,300,None
2142-046,2140-048,A,A,21h42m36.901689s,"-04d37'43.512810""",Aug01,None,2cm,U,X,X,X,0.20,None,None
2142-046,2140-048,A,A,21h42m36.901689s,"-04d37'43.512810""",Aug01,None,0.7cm,Q,W,W,W,0.25,None,None
